id,status,date,date_utc,modified,modified_utc,url,organizer,slug,website,global_id,global_id_lineage,author,phone,email
62106,publish,2025-02-24 11:47:50,0000-00-00 00:00:00,2025-02-24 11:47:50,0000-00-00 00:00:00,https://events.ubc.ca/organizer/arts-indigenous-student-advising/,Arts Indigenous Student Advising,arts-indigenous-student-advising,https://arts.ubc.ca/student-support/academic-support/arts-indigenous-student-advising/,events.ubc.ca?id=62106,"[""events.ubc.ca?id=62106""]",,,arts.indigenous@ubc.ca
61907,publish,2025-02-18 10:57:45,0000-00-00 00:00:00,2025-02-18 10:57:45,0000-00-00 00:00:00,https://events.ubc.ca/organizer/sustainable-development-solutions-network/,Sustainable Development Solutions Network,sustainable-development-solutions-network,https://www.unsdsn.org/our-networks/canada/,events.ubc.ca?id=61907,"[""events.ubc.ca?id=61907""]",,,sdsncanada@ucalgary.ca
61659,publish,2025-02-10 10:21:06,0000-00-00 00:00:00,2025-02-10 10:21:06,0000-00-00 00:00:00,https://events.ubc.ca/organizer/dancers-of-damelahamid/,Dancers of Damelahamid,dancers-of-damelahamid,https://damelahamid.ca/coastal-dance-festival-2025/,events.ubc.ca?id=61659,"[""events.ubc.ca?id=61659""]",,604-922-5277,rebecca@damelahamid.ca
61369,publish,2025-01-30 15:38:03,0000-00-00 00:00:00,2025-01-30 15:38:03,0000-00-00 00:00:00,https://events.ubc.ca/organizer/lunarfest-vancouver/,LunarFest Vancouver,lunarfest-vancouver,https://lunarfestvancouver.ca/,events.ubc.ca?id=61369,"[""events.ubc.ca?id=61369""]",,,info@lunarfest.org
61269,publish,2025-01-28 10:45:13,0000-00-00 00:00:00,2025-01-28 10:45:13,0000-00-00 00:00:00,https://events.ubc.ca/organizer/the-outer-space-institute/,The Outer Space Institute,the-outer-space-institute,https://outerspaceinstitute.ca/,events.ubc.ca?id=61269,"[""events.ubc.ca?id=61269""]",,,coord@outerspaceinstitute.ca
61258,publish,2025-01-28 09:55:59,0000-00-00 00:00:00,2025-01-28 09:55:59,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-sustainability-hub/,UBC Sustainability Hub,ubc-sustainability-hub,https://sustain.ubc.ca/,events.ubc.ca?id=61258,"[""events.ubc.ca?id=61258""]",,604-822-9376,sustainability.hub@ubc.ca
60582,publish,2025-01-10 15:28:49,0000-00-00 00:00:00,2025-01-10 15:28:49,0000-00-00 00:00:00,https://events.ubc.ca/organizer/cassady-harraden/,Cassady Harraden,cassady-harraden,,events.ubc.ca?id=60582,"[""events.ubc.ca?id=60582""]",,778-828-9584,charraden@eoas.ubc.ca
59668,publish,2024-12-15 22:43:41,0000-00-00 00:00:00,2024-12-15 22:43:41,0000-00-00 00:00:00,https://events.ubc.ca/organizer/kinesiology/,kinesiology,kinesiology,https://kin.educ.ubc.ca/about/,events.ubc.ca?id=59668,"[""events.ubc.ca?id=59668""]",,6048224641,helen.luk@ubc.ca
59530,publish,2024-12-09 11:26:31,0000-00-00 00:00:00,2024-12-09 11:26:31,0000-00-00 00:00:00,https://events.ubc.ca/organizer/privacy-matters-ubc/,Privacy Matters @ UBC,privacy-matters-ubc,https://privacymatters.ubc.ca/,events.ubc.ca?id=59530,"[""events.ubc.ca?id=59530""]",,7782338738,privacy.matters@ubc.ca
59524,publish,2024-12-09 10:53:04,0000-00-00 00:00:00,2024-12-09 10:53:04,0000-00-00 00:00:00,https://events.ubc.ca/organizer/privacy-matters-ubc/,Privacy Matters @ UBC,privacy-matters-ubc,https://privacymatters.ubc.ca/,events.ubc.ca?id=59524,"[""events.ubc.ca?id=59524""]",,7782338738,privacy.matters@ubc.ca
59347,publish,2024-12-04 10:03:47,0000-00-00 00:00:00,2024-12-04 10:03:47,0000-00-00 00:00:00,https://events.ubc.ca/organizer/institute-for-global-health-at-bc-childrens-and-bc-womens-hospital-health-centre/,Institute for Global Health at BC Children&#8217;s and BC Women&#8217;s Hospital + Health Centre,institute-for-global-health-at-bc-childrens-and-bc-womens-hospital-health-centre,http://www.bcchildrens.ca/globalhealth,events.ubc.ca?id=59347,"[""events.ubc.ca?id=59347""]",,,globalhealth@cw.bc.ca
59305,publish,2024-12-03 13:17:26,0000-00-00 00:00:00,2024-12-03 13:17:26,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-okanagan-school-of-education/,UBC Okanagan School of Education,ubc-okanagan-school-of-education,https://education.ok.ubc.ca/,events.ubc.ca?id=59305,"[""events.ubc.ca?id=59305""]",,250 807 9176,education.ubco@ubc.ca
59142,publish,2024-11-25 16:52:18,0000-00-00 00:00:00,2024-11-25 16:52:18,0000-00-00 00:00:00,https://events.ubc.ca/organizer/master-of-engineering-leadership/,Master of Engineering Leadership,master-of-engineering-leadership,https://apscpp.ubc.ca/,events.ubc.ca?id=59142,"[""events.ubc.ca?id=59142""]",,604 827 4136,melmhlp.recruitment@apsc.ubc.ca
59137,publish,2024-11-25 16:49:48,0000-00-00 00:00:00,2024-11-25 16:49:48,0000-00-00 00:00:00,https://events.ubc.ca/organizer/master-of-health-leadership-policy/,Master of Health Leadership &amp; Policy,master-of-health-leadership-policy,https://apscpp.ubc.ca/,events.ubc.ca?id=59137,"[""events.ubc.ca?id=59137""]",,604 827 4136,melmhlp.recruitment@apsc.ubc.ca
58966,publish,2024-11-18 23:07:47,0000-00-00 00:00:00,2024-11-18 23:07:47,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-vision-health-volunteers/,UBC Vision Health Volunteers,ubc-vision-health-volunteers,https://amsclubs.ca/vision-health-volunteers/,events.ubc.ca?id=58966,"[""events.ubc.ca?id=58966""]",,,visionhealthvolunteers@gmail.com
58813,publish,2024-11-14 13:17:20,0000-00-00 00:00:00,2024-11-14 13:17:20,0000-00-00 00:00:00,https://events.ubc.ca/organizer/housing-research-collaborative-hrc/,Housing Research Collaborative (HRC),housing-research-collaborative-hrc,https://hrc.ubc.ca,events.ubc.ca?id=58813,"[""events.ubc.ca?id=58813""]",,6046908168,sam.roberts@ubc.ca
58255,publish,2024-10-31 14:38:26,0000-00-00 00:00:00,2024-10-31 14:38:26,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-land-and-food-systems-learning-centre/,Faculty of Land and Food Systems Learning Centre,faculty-of-land-and-food-systems-learning-centre,https://lc.landfood.ubc.ca/,events.ubc.ca?id=58255,"[""events.ubc.ca?id=58255""]",,,is@landfood.ubc.ca
58246,publish,2024-10-31 12:41:29,0000-00-00 00:00:00,2024-10-31 12:41:29,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-land-and-food-systems-learning-centre/,Faculty of Land and Food Systems Learning Centre,faculty-of-land-and-food-systems-learning-centre,https://lc.landfood.ubc.ca/,events.ubc.ca?id=58246,"[""events.ubc.ca?id=58246""]",,,is@landfood.ubc.ca
57586,publish,2024-10-17 23:48:14,0000-00-00 00:00:00,2024-10-17 23:48:14,0000-00-00 00:00:00,https://events.ubc.ca/organizer/popular-media-for-social-change-research-excellence-cluster/,Popular Media for Social Change Research Excellence Cluster,popular-media-for-social-change-research-excellence-cluster,https://www.comics.arts.ubc.ca,events.ubc.ca?id=57586,"[""events.ubc.ca?id=57586""]",,778-697-6294,comics.studies@ubc.ca
57580,publish,2024-10-17 23:35:50,0000-00-00 00:00:00,2024-10-17 23:35:50,0000-00-00 00:00:00,https://events.ubc.ca/organizer/popular-media-for-social-change-research-excellence-cluster/,Popular Media for Social Change Research Excellence Cluster,popular-media-for-social-change-research-excellence-cluster,https://www.comics.arts.ubc.ca,events.ubc.ca?id=57580,"[""events.ubc.ca?id=57580""]",,778-697-6294,comics.studies@ubc.ca
57574,publish,2024-10-17 23:26:19,0000-00-00 00:00:00,2024-10-17 23:26:19,0000-00-00 00:00:00,https://events.ubc.ca/organizer/popular-media-for-social-change-research-excellence-cluster/,Popular Media for Social Change Research Excellence Cluster,popular-media-for-social-change-research-excellence-cluster,https://www.comics.arts.ubc.ca,events.ubc.ca?id=57574,"[""events.ubc.ca?id=57574""]",,778-697-6294,comics.studies@ubc.ca
57562,publish,2024-10-17 23:08:01,0000-00-00 00:00:00,2024-10-17 23:08:01,0000-00-00 00:00:00,https://events.ubc.ca/organizer/popular-media-for-social-change-research-excellence-cluster/,Popular Media for Social Change Research Excellence Cluster,popular-media-for-social-change-research-excellence-cluster,https://www.comics.arts.ubc.ca,events.ubc.ca?id=57562,"[""events.ubc.ca?id=57562""]",,778-697-6294,comics.studies@ubc.ca
57548,publish,2024-10-17 22:50:05,0000-00-00 00:00:00,2024-10-17 22:50:05,0000-00-00 00:00:00,https://events.ubc.ca/organizer/popular-media-for-social-change-research-excellence-cluster/,Popular Media for Social Change Research Excellence Cluster,popular-media-for-social-change-research-excellence-cluster,https://www.comics.arts.ubc.ca,events.ubc.ca?id=57548,"[""events.ubc.ca?id=57548""]",,778-697-6294,comics.studies@ubc.ca
57267,publish,2024-10-10 13:17:14,2024-10-10 20:17:14,2024-10-10 13:17:14,2024-10-10 20:17:14,https://events.ubc.ca/organizer/interdisciplinary-biodiversity-solutions-collaboratory-ibios/,Interdisciplinary Biodiversity Solutions Collaboratory (IBioS),interdisciplinary-biodiversity-solutions-collaboratory-ibios,https://ibios.ubc.ca/,events.ubc.ca?id=57267,"[""events.ubc.ca?id=57267""]",4,,info@ibios.ubc.ca
57254,publish,2024-10-10 11:29:52,0000-00-00 00:00:00,2024-10-10 11:29:52,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-school-of-information/,UBC School of Information,ubc-school-of-information,https://ischool.ubc.ca/,events.ubc.ca?id=57254,"[""events.ubc.ca?id=57254""]",,6048222404,ischool.comms@ubc.ca
56990,publish,2024-10-04 14:36:46,0000-00-00 00:00:00,2024-10-04 14:36:46,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-study-of-religion/,UBC Study of Religion,ubc-study-of-religion,https://rgst.arts.ubc.ca,events.ubc.ca?id=56990,"[""events.ubc.ca?id=56990""]",,604–822–6798,sabina.magliocco@ubc.ca
56987,publish,2024-10-04 14:11:46,2024-10-04 21:11:46,2024-10-04 14:11:46,2024-10-04 21:11:46,https://events.ubc.ca/organizer/faculty-of-medicine-ubc-breast-reconstruction-research-program/,Faculty of Medicine &#8211; UBC Breast Reconstruction Research Program,faculty-of-medicine-ubc-breast-reconstruction-research-program,https://breastrecon.med.ubc.ca/,events.ubc.ca?id=56987,"[""events.ubc.ca?id=56987""]",71,6048270438,research.plastics@ubc.ca
56981,publish,2024-10-04 14:07:31,2024-10-04 21:07:31,2024-10-04 14:07:31,2024-10-04 21:07:31,https://events.ubc.ca/organizer/faculty-of-medicine-division-of-plastic-surgery/,Faculty of Medicine &#8211; Division of Plastic Surgery,faculty-of-medicine-division-of-plastic-surgery,https://surgery.med.ubc.ca/divisions/plastic-surgery/,events.ubc.ca?id=56981,"[""events.ubc.ca?id=56981""]",71,6048270438,research.plastics@ubc.ca
56611,publish,2024-09-26 10:12:20,2024-09-26 17:12:20,2024-10-01 14:57:18,2024-10-01 21:57:18,https://events.ubc.ca/organizer/academic-integrity-hub-office-of-the-provost-vp-academic-vancouver/,Academic Integrity Hub &#8211; Office of the Provost &amp; VP Academic (Vancouver),academic-integrity-hub-office-of-the-provost-vp-academic-vancouver,https://academicintegrity.ubc.ca/,events.ubc.ca?id=56611,"[""events.ubc.ca?id=56611""]",33,,carly.gardner@ubc.ca
56465,publish,2024-09-23 10:32:19,0000-00-00 00:00:00,2024-09-23 10:32:19,0000-00-00 00:00:00,https://events.ubc.ca/organizer/midwifery/,Midwifery,midwifery,https://midwifery.ubc.ca/,events.ubc.ca?id=56465,"[""events.ubc.ca?id=56465""]",,604 822 0352,info@midwifery.ubc.ca
56455,publish,2024-09-23 10:27:41,0000-00-00 00:00:00,2024-09-23 10:27:41,0000-00-00 00:00:00,https://events.ubc.ca/organizer/midwifery/,Midwifery,midwifery,https://midwifery.ubc.ca/,events.ubc.ca?id=56455,"[""events.ubc.ca?id=56455""]",,604 822 0352,info@midwifery.ubc.ca
56451,publish,2024-09-23 08:59:48,0000-00-00 00:00:00,2024-09-23 08:59:48,0000-00-00 00:00:00,https://events.ubc.ca/organizer/midwifery/,Midwifery,midwifery,https://midwifery.ubc.ca/,events.ubc.ca?id=56451,"[""events.ubc.ca?id=56451""]",,604 822 0352,info@midwifery.ubc.ca
56433,publish,2024-09-22 16:24:29,0000-00-00 00:00:00,2024-09-22 16:24:29,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-medicine-institute-of-mental-health/,Faculty of Medicine &#8211; Institute of Mental Health,faculty-of-medicine-institute-of-mental-health,https://psychiatry.ubc.ca/institute-of-mental-health/,events.ubc.ca?id=56433,"[""events.ubc.ca?id=56433""]",,604-822-7310,psychiatry.headasst@ubc.ca
56332,publish,2024-09-19 13:02:31,0000-00-00 00:00:00,2024-09-19 13:02:31,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-medicine-department-of-anesthesiology-pharmacology-therapeutics/,"Faculty of Medicine &#8211; Department of Anesthesiology, Pharmacology &amp; Therapeutics",faculty-of-medicine-department-of-anesthesiology-pharmacology-therapeutics,http://apt.med.ubc.ca,events.ubc.ca?id=56332,"[""events.ubc.ca?id=56332""]",,6048754111,apt.admin@ubc.ca
55592,publish,2024-09-04 16:24:52,0000-00-00 00:00:00,2024-09-04 16:24:52,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-school-of-creative-writing/,UBC School of Creative Writing,ubc-school-of-creative-writing,https://creativewriting.ubc.ca,events.ubc.ca?id=55592,"[""events.ubc.ca?id=55592""]",,604 822 2469,crwr.comms@ubc.ca
55467,publish,2024-09-02 21:15:04,0000-00-00 00:00:00,2024-09-02 21:15:04,0000-00-00 00:00:00,https://events.ubc.ca/organizer/lfs-undergraduate-society-lfs-firsts/,LFS undergraduate Society LFS FIRSTS,lfs-undergraduate-society-lfs-firsts,https://www.lfsus.landfood.ubc.ca/lfs-firsts,events.ubc.ca?id=55467,"[""events.ubc.ca?id=55467""]",,(778) 683-6928,lfsfirsts.cochairs@gmail.com
54552,publish,2024-08-13 10:33:14,2024-08-13 17:33:14,2024-11-01 11:19:10,2024-11-01 18:19:10,https://events.ubc.ca/organizer/continuing-professional-development-ubc-cpd/,Continuing Professional Development (UBC CPD),continuing-professional-development-ubc-cpd,https://ubccpd.ca/,events.ubc.ca?id=54552,"[""events.ubc.ca?id=54552""]",71,,camp.rcpd@ubc.ca
54295,publish,2024-08-01 17:32:39,0000-00-00 00:00:00,2024-08-01 17:32:39,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-properties-trust/,UBC Properties Trust,ubc-properties-trust,https://ubcproperties.com,events.ubc.ca?id=54295,"[""events.ubc.ca?id=54295""]",,,kknowles@ubcproperties.com
54290,publish,2024-08-01 17:30:02,0000-00-00 00:00:00,2024-08-01 17:30:02,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-properties-trust/,UBC Properties Trust,ubc-properties-trust,https://ubcproperties.com,events.ubc.ca?id=54290,"[""events.ubc.ca?id=54290""]",,,info@ubcproperties.com
54094,publish,2024-07-25 13:02:27,0000-00-00 00:00:00,2024-07-25 13:02:27,0000-00-00 00:00:00,https://events.ubc.ca/organizer/communicating-climate-hope/,Communicating Climate Hope,communicating-climate-hope,https://climatehope.sites.olt.ubc.ca/,events.ubc.ca?id=54094,"[""events.ubc.ca?id=54094""]",,,ubc@climatehope2024.com
53807,publish,2024-07-15 10:21:25,2024-07-15 17:21:25,2024-07-15 10:21:25,2024-07-15 17:21:25,https://events.ubc.ca/organizer/djavad-mowafaghian-centre-for-brain-health-faculty-of-medicine/,Djavad Mowafaghian Centre for Brain Health &#8211; Faculty of Medicine,djavad-mowafaghian-centre-for-brain-health-faculty-of-medicine,https://www.centreforbrainhealth.ca/,events.ubc.ca?id=53807,"[""events.ubc.ca?id=53807""]",71,,communications@brain.ubc.ca
53801,publish,2024-07-15 10:17:44,0000-00-00 00:00:00,2024-07-15 10:17:44,0000-00-00 00:00:00,https://events.ubc.ca/organizer/djavad-mowafaghian-centre-for-brain-health/,Djavad Mowafaghian Centre for Brain Health,djavad-mowafaghian-centre-for-brain-health,https://www.centreforbrainhealth.ca/,events.ubc.ca?id=53801,"[""events.ubc.ca?id=53801""]",,,communications@brain.ubc.ca
52966,publish,2024-06-10 15:14:03,0000-00-00 00:00:00,2024-06-10 15:14:03,0000-00-00 00:00:00,https://events.ubc.ca/organizer/sage-catering/,Sage Catering,sage-catering,https://food.ubc.ca/places/sage-restaurant-catering/,events.ubc.ca?id=52966,"[""events.ubc.ca?id=52966""]",,604 822 0429,
52584,publish,2024-05-28 14:46:02,0000-00-00 00:00:00,2024-05-28 14:46:02,0000-00-00 00:00:00,https://events.ubc.ca/organizer/university-neighbourhoods-association/,University Neighbourhoods Association,university-neighbourhoods-association,https://www.myuna.ca/,events.ubc.ca?id=52584,"[""events.ubc.ca?id=52584""]",,6048009865,support@myuna.ca
52580,publish,2024-05-28 14:43:50,0000-00-00 00:00:00,2024-05-28 14:43:50,0000-00-00 00:00:00,https://events.ubc.ca/organizer/vancouver-chamber-choir/,Vancouver Chamber Choir,vancouver-chamber-choir,https://vancouverchamberchoir.com/,events.ubc.ca?id=52580,"[""events.ubc.ca?id=52580""]",,604-738-6822,info@vancouverchamberchoir.com
51824,publish,2024-05-06 16:51:14,2024-05-06 23:51:14,2024-05-06 16:51:14,2024-05-06 23:51:14,https://events.ubc.ca/organizer/faculty-of-medicine-addictions-and-concurrent-disorders-research-group/,Faculty of Medicine &#8211; Addictions and Concurrent Disorders Research Group,faculty-of-medicine-addictions-and-concurrent-disorders-research-group,https://acdresearch.med.ubc.ca/,events.ubc.ca?id=51824,"[""events.ubc.ca?id=51824""]",71,,acdadmin@cheos.ubc.ca
51571,publish,2024-04-26 15:37:21,0000-00-00 00:00:00,2024-04-26 15:37:21,0000-00-00 00:00:00,https://events.ubc.ca/organizer/office-of-global-engagement/,Office of Global Engagement,office-of-global-engagement,https://global.ubc.ca/,events.ubc.ca?id=51571,"[""events.ubc.ca?id=51571""]",,,global.partnerships@ubc.ca
51566,publish,2024-04-26 15:34:34,0000-00-00 00:00:00,2024-04-26 15:34:34,0000-00-00 00:00:00,https://events.ubc.ca/organizer/office-of-global-engagement/,Office of Global Engagement,office-of-global-engagement,https://global.ubc.ca/,events.ubc.ca?id=51566,"[""events.ubc.ca?id=51566""]",,,global.partnerships@ubc.ca
51373,publish,2024-04-18 16:25:50,0000-00-00 00:00:00,2024-04-18 16:25:50,0000-00-00 00:00:00,https://events.ubc.ca/organizer/office-of-global-engagement/,Office of Global Engagement,office-of-global-engagement,https://global.ubc.ca/news-events/events/apr-18-2024-funding-opportunities-ubc-germany-collaboration,events.ubc.ca?id=51373,"[""events.ubc.ca?id=51373""]",,,global.partnerships@ubc.ca
51109,publish,2024-04-09 14:03:19,2024-04-09 21:03:19,2024-04-09 14:03:19,2024-04-09 21:03:19,https://events.ubc.ca/organizer/faculty-of-medicine-branch-for-global-surgical-care/,Faculty of Medicine – Branch for Global Surgical Care,faculty-of-medicine-branch-for-global-surgical-care,http://globalsurgery.med.ubc.ca/,events.ubc.ca?id=51109,"[""events.ubc.ca?id=51109""]",71,604 875 4111 (ext. 23110),global.surgery@ubc.ca
50807,publish,2024-03-20 16:31:19,0000-00-00 00:00:00,2024-03-20 16:31:19,0000-00-00 00:00:00,https://events.ubc.ca/organizer/bc-diabetes-research-network/,BC DIABETES RESEARCH NETWORK,bc-diabetes-research-network,https://diabetesbc.ca,events.ubc.ca?id=50807,"[""events.ubc.ca?id=50807""]",,604-499-2873,info@diabetesbc.ca
50773,publish,2024-03-19 11:20:35,0000-00-00 00:00:00,2024-03-19 11:20:35,0000-00-00 00:00:00,https://events.ubc.ca/organizer/school-of-community-and-regional-planning/,School of Community and Regional Planning,school-of-community-and-regional-planning,https://scarp.ubc.ca,events.ubc.ca?id=50773,"[""events.ubc.ca?id=50773""]",,,communications@scarp.ubc.ca
50617,publish,2024-03-08 15:54:44,2024-03-08 23:54:44,2024-03-08 15:54:44,2024-03-08 23:54:44,https://events.ubc.ca/organizer/ubc-school-of-kinesiology/,UBC School of Kinesiology,ubc-school-of-kinesiology,https://kin.educ.ubc.ca/,events.ubc.ca?id=50617,"[""events.ubc.ca?id=50617""]",79,,
50607,publish,2024-03-08 11:29:45,0000-00-00 00:00:00,2024-03-08 11:29:45,0000-00-00 00:00:00,https://events.ubc.ca/organizer/earth-ocean-and-atmospheric-sciences/,"Earth, Ocean and Atmospheric Sciences",earth-ocean-and-atmospheric-sciences,https://science.ubc.ca/,events.ubc.ca?id=50607,"[""events.ubc.ca?id=50607""]",,Chris Balma,balma@science.ubc.ca
50593,publish,2024-03-07 17:24:47,2024-03-08 01:24:47,2024-03-07 17:24:47,2024-03-08 01:24:47,https://events.ubc.ca/organizer/neglected-global-diseases-initiative/,Neglected Global Diseases Initiative,neglected-global-diseases-initiative,https://ngdi.ubc.ca/,events.ubc.ca?id=50593,"[""events.ubc.ca?id=50593""]",71,,
50588,publish,2024-03-07 17:02:32,2024-03-08 01:02:32,2024-03-07 17:02:32,2024-03-08 01:02:32,https://events.ubc.ca/organizer/womens-health-research-cluster-2/,Women&#8217;s Health Research Cluster,womens-health-research-cluster-2,https://womenshealthresearch.ubc.ca/,events.ubc.ca?id=50588,"[""events.ubc.ca?id=50588""]",71,,womenshealth.events@ubc.ca
50572,publish,2024-03-07 12:26:17,0000-00-00 00:00:00,2024-03-07 12:26:17,0000-00-00 00:00:00,https://events.ubc.ca/organizer/multiple/,Multiple,multiple,https://sustain.ubc.ca/events/ubc-reads-sustainability-jody-wilson-raybould,events.ubc.ca?id=50572,"[""events.ubc.ca?id=50572""]",,,
50485,publish,2024-03-05 09:30:37,2024-03-05 17:30:37,2024-03-05 09:30:37,2024-03-05 17:30:37,https://events.ubc.ca/organizer/ismaili-students-association-at-ubc/,Ismaili Students Association at UBC,ismaili-students-association-at-ubc,https://www.instagram.com/ubc_isa/,events.ubc.ca?id=50485,"[""events.ubc.ca?id=50485""]",79,,
50484,publish,2024-03-05 09:30:12,2024-03-05 17:30:12,2024-03-05 09:30:12,2024-03-05 17:30:12,https://events.ubc.ca/organizer/karvan-ubc/,Karvan UBC,karvan-ubc,https://www.instagram.com/karvanubc/,events.ubc.ca?id=50484,"[""events.ubc.ca?id=50484""]",79,,
50483,publish,2024-03-05 09:29:53,2024-03-05 17:29:53,2024-03-05 09:29:53,2024-03-05 17:29:53,https://events.ubc.ca/organizer/islamic-relief-at-ubc/,Islamic Relief at UBC,islamic-relief-at-ubc,https://www.instagram.com/islamicrelief.ubc/,events.ubc.ca?id=50483,"[""events.ubc.ca?id=50483""]",79,,
50429,publish,2024-03-01 16:14:33,0000-00-00 00:00:00,2024-03-01 16:14:33,0000-00-00 00:00:00,https://events.ubc.ca/organizer/kinesiology/,kinesiology,kinesiology,https://kin.educ.ubc.ca/,events.ubc.ca?id=50429,"[""events.ubc.ca?id=50429""]",,604-822-4641,helen.luk@ubc.ca
50361,publish,2024-02-27 12:27:07,0000-00-00 00:00:00,2024-02-27 12:27:07,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-rotaract/,UBC Rotaract,ubc-rotaract,https://amscampusbase.ubc.ca/ubcrotaract/about-rotaract/,events.ubc.ca?id=50361,"[""events.ubc.ca?id=50361""]",,(236)512-1216,rotaract.vancouver@gmail.com
50346,publish,2024-02-26 15:33:10,0000-00-00 00:00:00,2024-02-26 15:33:10,0000-00-00 00:00:00,https://events.ubc.ca/organizer/middle-east-studies/,Middle East Studies,middle-east-studies,https://mes.arts.ubc.ca/,events.ubc.ca?id=50346,"[""events.ubc.ca?id=50346""]",,,
50345,publish,2024-02-26 15:33:10,0000-00-00 00:00:00,2024-02-26 15:33:10,0000-00-00 00:00:00,https://events.ubc.ca/organizer/institute-for-gender-race-sexuality-and-social-justice/,"Institute for Gender, Race, Sexuality and Social Justice",institute-for-gender-race-sexuality-and-social-justice,https://grsj.arts.ubc.ca/,events.ubc.ca?id=50345,"[""events.ubc.ca?id=50345""]",,(604) 822-9171,
50304,publish,2024-02-23 08:29:31,0000-00-00 00:00:00,2024-02-23 08:29:31,0000-00-00 00:00:00,https://events.ubc.ca/organizer/institute-for-global-health/,Institute for Global Health,institute-for-global-health,http://www.bcchildrens.ca/globalhealth,events.ubc.ca?id=50304,"[""events.ubc.ca?id=50304""]",,604.829.2562,globalhealth@cw.bc.ca
50261,publish,2024-02-20 14:46:59,0000-00-00 00:00:00,2024-02-20 14:46:59,0000-00-00 00:00:00,https://events.ubc.ca/organizer/department-of-english-language-literatures/,Department of English Language &amp; Literatures,department-of-english-language-literatures,https://english.ubc.ca/,events.ubc.ca?id=50261,"[""events.ubc.ca?id=50261""]",,,english.communications@ubc.ca
50134,publish,2024-02-13 12:56:40,0000-00-00 00:00:00,2024-02-13 12:56:40,0000-00-00 00:00:00,https://events.ubc.ca/organizer/institute-for-critical-indigenous-studies/,Institute for Critical Indigenous Studies,institute-for-critical-indigenous-studies,https://cis.arts.ubc.ca/,events.ubc.ca?id=50134,"[""events.ubc.ca?id=50134""]",,(604) 822-2512,cis.info@ubc.ca
50027,publish,2024-02-09 11:55:36,0000-00-00 00:00:00,2024-02-09 11:55:36,0000-00-00 00:00:00,https://events.ubc.ca/organizer/faculty-of-pharmaceutical-sciences/,Faculty of Pharmaceutical Sciences,faculty-of-pharmaceutical-sciences,https://pharmsci.ubc.ca/,events.ubc.ca?id=50027,"[""events.ubc.ca?id=50027""]",,604-827-3309,nadine.gerhardt@ubc.ca
49766,publish,2024-02-03 15:06:59,0000-00-00 00:00:00,2024-02-03 15:06:59,0000-00-00 00:00:00,https://events.ubc.ca/organizer/sexual-assault-support-centre/,Sexual Assault Support Centre,sexual-assault-support-centre,https://www.amssasc.ca/,events.ubc.ca?id=49766,"[""events.ubc.ca?id=49766""]",,6048275180,sasc@ams.ubc.ca
49742,publish,2024-02-02 14:57:58,0000-00-00 00:00:00,2024-02-02 14:57:58,0000-00-00 00:00:00,https://events.ubc.ca/organizer/indigenous-research-support-initiative/,Indigenous Research Support Initiative,indigenous-research-support-initiative,https://irsi.ubc.ca/,events.ubc.ca?id=49742,"[""events.ubc.ca?id=49742""]",,,natalie@nataliehaw.ca
49514,publish,2024-01-30 15:09:30,0000-00-00 00:00:00,2024-01-30 15:09:30,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ams-sustainability/,AMS Sustainability,ams-sustainability,https://www.ams.ubc.ca/what-we-stand-for/sustainability/,events.ubc.ca?id=49514,"[""events.ubc.ca?id=49514""]",,,natalie@nataliehaw.ca
49496,publish,2024-01-30 14:55:27,0000-00-00 00:00:00,2024-01-30 14:55:27,0000-00-00 00:00:00,https://events.ubc.ca/organizer/sustainability-ambassadors/,Sustainability Ambassadors,sustainability-ambassadors,https://sustain.ubc.ca/programs/sustainability-ambassadors-program,events.ubc.ca?id=49496,"[""events.ubc.ca?id=49496""]",,,natalie@nataliehaw.ca
49491,publish,2024-01-30 14:52:45,0000-00-00 00:00:00,2024-01-30 14:52:45,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ubc-facilities/,UBC Facilities,ubc-facilities,https://facilities.ubc.ca/,events.ubc.ca?id=49491,"[""events.ubc.ca?id=49491""]",,,natalie@nataliehaw.ca
49482,publish,2024-01-30 14:47:36,0000-00-00 00:00:00,2024-01-30 14:47:36,0000-00-00 00:00:00,https://events.ubc.ca/organizer/ams-sustainability/,AMS Sustainability,ams-sustainability,https://www.ams.ubc.ca/what-we-stand-for/sustainability/,events.ubc.ca?id=49482,"[""events.ubc.ca?id=49482""]",,,natalie@nataliehaw.ca
